,src_svc,src_cid,dst_svc,dst_cid,min_network_time,max_network_time,max_load,min_load,min_egress_cost,max_egress_cost,src,dst
"('frontend@GET@/recommendations#us-south-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-central-1#start')",,us-south-1,,us-central-1,20,20,,,20,20,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-west-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-south-1#start')",,us-west-1,,us-south-1,40,40,,,20,20,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-west-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-west-1#start')",,us-west-1,,us-west-1,0,0,,,0,0,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-west-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-east-1#start')",,us-west-1,,us-east-1,66,66,,,20,20,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-west-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-central-1#start')",,us-west-1,,us-central-1,30,30,,,20,20,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-east-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-south-1#start')",,us-east-1,,us-south-1,30,30,,,20,20,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-east-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-west-1#start')",,us-east-1,,us-west-1,66,66,,,20,20,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-east-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-east-1#start')",,us-east-1,,us-east-1,0,0,,,0,0,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-east-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-central-1#start')",,us-east-1,,us-central-1,40,40,,,20,20,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-central-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-south-1#start')",,us-central-1,,us-south-1,20,20,,,20,20,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-central-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-west-1#start')",,us-central-1,,us-west-1,30,30,,,20,20,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-central-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-east-1#start')",,us-central-1,,us-east-1,40,40,,,20,20,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-central-1#end', 'profile@POST@/profile.Profile/GetProfiles#us-central-1#start')",,us-central-1,,us-central-1,0,0,,,0,0,frontend@GET@/recommendations,profile@POST@/profile.Profile/GetProfiles
"('frontend@GET@/recommendations#us-south-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-south-1#start')",,us-south-1,,us-south-1,0,0,,,0,0,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-south-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-west-1#start')",,us-south-1,,us-west-1,40,40,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-south-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-east-1#start')",,us-south-1,,us-east-1,30,30,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-south-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-central-1#start')",,us-south-1,,us-central-1,20,20,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-west-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-south-1#start')",,us-west-1,,us-south-1,40,40,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-west-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-west-1#start')",,us-west-1,,us-west-1,0,0,,,0,0,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-west-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-east-1#start')",,us-west-1,,us-east-1,66,66,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-west-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-central-1#start')",,us-west-1,,us-central-1,30,30,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-east-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-south-1#start')",,us-east-1,,us-south-1,30,30,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-east-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-west-1#start')",,us-east-1,,us-west-1,66,66,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-east-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-east-1#start')",,us-east-1,,us-east-1,0,0,,,0,0,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-east-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-central-1#start')",,us-east-1,,us-central-1,40,40,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-central-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-south-1#start')",,us-central-1,,us-south-1,20,20,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-central-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-west-1#start')",,us-central-1,,us-west-1,30,30,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-central-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-east-1#start')",,us-central-1,,us-east-1,40,40,,,20,20,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('frontend@GET@/recommendations#us-central-1#end', 'recommendation@POST@/recommendation.Recommendation/GetRecommendations#us-central-1#start')",,us-central-1,,us-central-1,0,0,,,0,0,frontend@GET@/recommendations,recommendation@POST@/recommendation.Recommendation/GetRecommendations
"('slateingress@GET@/recommendations#us-south-1#end', 'frontend@GET@/recommendations#us-south-1#start')",,us-south-1,,us-south-1,0,0,,,0,0,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-south-1#end', 'frontend@GET@/recommendations#us-west-1#start')",,us-south-1,,us-west-1,40,40,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-south-1#end', 'frontend@GET@/recommendations#us-east-1#start')",,us-south-1,,us-east-1,30,30,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-south-1#end', 'frontend@GET@/recommendations#us-central-1#start')",,us-south-1,,us-central-1,20,20,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-west-1#end', 'frontend@GET@/recommendations#us-south-1#start')",,us-west-1,,us-south-1,40,40,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-west-1#end', 'frontend@GET@/recommendations#us-west-1#start')",,us-west-1,,us-west-1,0,0,,,0,0,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-west-1#end', 'frontend@GET@/recommendations#us-east-1#start')",,us-west-1,,us-east-1,66,66,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-west-1#end', 'frontend@GET@/recommendations#us-central-1#start')",,us-west-1,,us-central-1,30,30,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-east-1#end', 'frontend@GET@/recommendations#us-south-1#start')",,us-east-1,,us-south-1,30,30,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-east-1#end', 'frontend@GET@/recommendations#us-west-1#start')",,us-east-1,,us-west-1,66,66,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-east-1#end', 'frontend@GET@/recommendations#us-east-1#start')",,us-east-1,,us-east-1,0,0,,,0,0,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-east-1#end', 'frontend@GET@/recommendations#us-central-1#start')",,us-east-1,,us-central-1,40,40,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-central-1#end', 'frontend@GET@/recommendations#us-south-1#start')",,us-central-1,,us-south-1,20,20,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-central-1#end', 'frontend@GET@/recommendations#us-west-1#start')",,us-central-1,,us-west-1,30,30,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-central-1#end', 'frontend@GET@/recommendations#us-east-1#start')",,us-central-1,,us-east-1,40,40,,,10,10,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@GET@/recommendations#us-central-1#end', 'frontend@GET@/recommendations#us-central-1#start')",,us-central-1,,us-central-1,0,0,,,0,0,slateingress@GET@/recommendations,frontend@GET@/recommendations
"('slateingress@POST@/reservation#us-south-1#end', 'frontend@POST@/reservation#us-south-1#start')",,us-south-1,,us-south-1,0,0,,,0,0,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-south-1#end', 'frontend@POST@/reservation#us-west-1#start')",,us-south-1,,us-west-1,40,40,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-south-1#end', 'frontend@POST@/reservation#us-east-1#start')",,us-south-1,,us-east-1,30,30,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-south-1#end', 'frontend@POST@/reservation#us-central-1#start')",,us-south-1,,us-central-1,20,20,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-west-1#end', 'frontend@POST@/reservation#us-south-1#start')",,us-west-1,,us-south-1,40,40,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-west-1#end', 'frontend@POST@/reservation#us-west-1#start')",,us-west-1,,us-west-1,0,0,,,0,0,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-west-1#end', 'frontend@POST@/reservation#us-east-1#start')",,us-west-1,,us-east-1,66,66,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-west-1#end', 'frontend@POST@/reservation#us-central-1#start')",,us-west-1,,us-central-1,30,30,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-east-1#end', 'frontend@POST@/reservation#us-south-1#start')",,us-east-1,,us-south-1,30,30,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-east-1#end', 'frontend@POST@/reservation#us-west-1#start')",,us-east-1,,us-west-1,66,66,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-east-1#end', 'frontend@POST@/reservation#us-east-1#start')",,us-east-1,,us-east-1,0,0,,,0,0,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-east-1#end', 'frontend@POST@/reservation#us-central-1#start')",,us-east-1,,us-central-1,40,40,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-central-1#end', 'frontend@POST@/reservation#us-south-1#start')",,us-central-1,,us-south-1,20,20,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-central-1#end', 'frontend@POST@/reservation#us-west-1#start')",,us-central-1,,us-west-1,30,30,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-central-1#end', 'frontend@POST@/reservation#us-east-1#start')",,us-central-1,,us-east-1,40,40,,,10,10,slateingress@POST@/reservation,frontend@POST@/reservation
"('slateingress@POST@/reservation#us-central-1#end', 'frontend@POST@/reservation#us-central-1#start')",,us-central-1,,us-central-1,0,0,,,0,0,slateingress@POST@/reservation,frontend@POST@/reservation
"('frontend@POST@/reservation#us-south-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-south-1#start')",,us-south-1,,us-south-1,0,0,,,0,0,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-south-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-west-1#start')",,us-south-1,,us-west-1,40,40,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-south-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-east-1#start')",,us-south-1,,us-east-1,30,30,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-south-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-central-1#start')",,us-south-1,,us-central-1,20,20,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-west-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-south-1#start')",,us-west-1,,us-south-1,40,40,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-west-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-west-1#start')",,us-west-1,,us-west-1,0,0,,,0,0,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-west-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-east-1#start')",,us-west-1,,us-east-1,66,66,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-west-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-central-1#start')",,us-west-1,,us-central-1,30,30,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-east-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-south-1#start')",,us-east-1,,us-south-1,30,30,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-east-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-west-1#start')",,us-east-1,,us-west-1,66,66,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-east-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-east-1#start')",,us-east-1,,us-east-1,0,0,,,0,0,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-east-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-central-1#start')",,us-east-1,,us-central-1,40,40,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-central-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-south-1#start')",,us-central-1,,us-south-1,20,20,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-central-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-west-1#start')",,us-central-1,,us-west-1,30,30,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-central-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-east-1#start')",,us-central-1,,us-east-1,40,40,,,20,20,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-central-1#end', 'reservation@POST@/reservation.Reservation/MakeReservation#us-central-1#start')",,us-central-1,,us-central-1,0,0,,,0,0,frontend@POST@/reservation,reservation@POST@/reservation.Reservation/MakeReservation
"('frontend@POST@/reservation#us-south-1#end', 'user@POST@/user.User/CheckUser#us-south-1#start')",,us-south-1,,us-south-1,0,0,,,0,0,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-south-1#end', 'user@POST@/user.User/CheckUser#us-west-1#start')",,us-south-1,,us-west-1,40,40,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-south-1#end', 'user@POST@/user.User/CheckUser#us-east-1#start')",,us-south-1,,us-east-1,30,30,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-south-1#end', 'user@POST@/user.User/CheckUser#us-central-1#start')",,us-south-1,,us-central-1,20,20,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-west-1#end', 'user@POST@/user.User/CheckUser#us-south-1#start')",,us-west-1,,us-south-1,40,40,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-west-1#end', 'user@POST@/user.User/CheckUser#us-west-1#start')",,us-west-1,,us-west-1,0,0,,,0,0,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-west-1#end', 'user@POST@/user.User/CheckUser#us-east-1#start')",,us-west-1,,us-east-1,66,66,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-west-1#end', 'user@POST@/user.User/CheckUser#us-central-1#start')",,us-west-1,,us-central-1,30,30,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-east-1#end', 'user@POST@/user.User/CheckUser#us-south-1#start')",,us-east-1,,us-south-1,30,30,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-east-1#end', 'user@POST@/user.User/CheckUser#us-west-1#start')",,us-east-1,,us-west-1,66,66,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-east-1#end', 'user@POST@/user.User/CheckUser#us-east-1#start')",,us-east-1,,us-east-1,0,0,,,0,0,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-east-1#end', 'user@POST@/user.User/CheckUser#us-central-1#start')",,us-east-1,,us-central-1,40,40,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-central-1#end', 'user@POST@/user.User/CheckUser#us-south-1#start')",,us-central-1,,us-south-1,20,20,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-central-1#end', 'user@POST@/user.User/CheckUser#us-west-1#start')",,us-central-1,,us-west-1,30,30,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-central-1#end', 'user@POST@/user.User/CheckUser#us-east-1#start')",,us-central-1,,us-east-1,40,40,,,20,20,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('frontend@POST@/reservation#us-central-1#end', 'user@POST@/user.User/CheckUser#us-central-1#start')",,us-central-1,,us-central-1,0,0,,,0,0,frontend@POST@/reservation,user@POST@/user.User/CheckUser
"('SOURCE#XXXX#end', 'slateingress@GET@/hotels#us-south-1#start')",,XXXX,,us-south-1,0,0,,,0,0,SOURCE,slateingress@GET@/hotels
"('SOURCE#XXXX#end', 'slateingress@GET@/hotels#us-west-1#start')",,XXXX,,us-west-1,0,0,,,0,0,SOURCE,slateingress@GET@/hotels
"('SOURCE#XXXX#end', 'slateingress@GET@/hotels#us-east-1#start')",,XXXX,,us-east-1,0,0,,,0,0,SOURCE,slateingress@GET@/hotels
"('SOURCE#XXXX#end', 'slateingress@GET@/hotels#us-central-1#start')",,XXXX,,us-central-1,0,0,,,0,0,SOURCE,slateingress@GET@/hotels
"('SOURCE#XXXX#end', 'slateingress@POST@/user#us-south-1#start')",,XXXX,,us-south-1,0,0,,,0,0,SOURCE,slateingress@POST@/user
"('SOURCE#XXXX#end', 'slateingress@POST@/user#us-west-1#start')",,XXXX,,us-west-1,0,0,,,0,0,SOURCE,slateingress@POST@/user
"('SOURCE#XXXX#end', 'slateingress@POST@/user#us-east-1#start')",,XXXX,,us-east-1,0,0,,,0,0,SOURCE,slateingress@POST@/user
"('SOURCE#XXXX#end', 'slateingress@POST@/user#us-central-1#start')",,XXXX,,us-central-1,0,0,,,0,0,SOURCE,slateingress@POST@/user
"('SOURCE#XXXX#end', 'slateingress@GET@/recommendations#us-south-1#start')",,XXXX,,us-south-1,0,0,,,0,0,SOURCE,slateingress@GET@/recommendations
"('SOURCE#XXXX#end', 'slateingress@GET@/recommendations#us-west-1#start')",,XXXX,,us-west-1,0,0,,,0,0,SOURCE,slateingress@GET@/recommendations
"('SOURCE#XXXX#end', 'slateingress@GET@/recommendations#us-east-1#start')",,XXXX,,us-east-1,0,0,,,0,0,SOURCE,slateingress@GET@/recommendations
"('SOURCE#XXXX#end', 'slateingress@GET@/recommendations#us-central-1#start')",,XXXX,,us-central-1,0,0,,,0,0,SOURCE,slateingress@GET@/recommendations
"('SOURCE#XXXX#end', 'slateingress@POST@/reservation#us-south-1#start')",,XXXX,,us-south-1,0,0,,,0,0,SOURCE,slateingress@POST@/reservation
"('SOURCE#XXXX#end', 'slateingress@POST@/reservation#us-west-1#start')",,XXXX,,us-west-1,0,0,,,0,0,SOURCE,slateingress@POST@/reservation
"('SOURCE#XXXX#end', 'slateingress@POST@/reservation#us-east-1#start')",,XXXX,,us-east-1,0,0,,,0,0,SOURCE,slateingress@POST@/reservation
"('SOURCE#XXXX#end', 'slateingress@POST@/reservation#us-central-1#start')",,XXXX,,us-central-1,0,0,,,0,0,SOURCE,slateingress@POST@/reservation
